common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location,Thermoneutral range,Normal temperature range
Bactarian Camel,Nasta,F,580,37,5,1,Kolmarden,19,580,7.4,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.763,0.869,7.396052751,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Nasta,F,580,37,5,1,Kolmarden,19,580,7.4,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.763,0.869,7.396052751,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Ranja,F,645,67,5,1,Kolmarden,6,645,13.4,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.81,1.127,13.39676687,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Ranja,F,645,71,5,1,Kolmarden,6,645,14.2,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.81,1.152,14.19057522,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Ranja,F,645,63,5,1,Kolmarden,6,645,12.6,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.81,1.1,12.58925412,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Temma,F,647,48,5,1,Kolmarden,22,647,9.6,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.811,0.982,9.594006315,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Temma,F,647,14,2,1,Kolmarden,22,647,7,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.811,0.845,6.99841996,3,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Torkel,M,830,52,5,1,Kolmarden,13,830,10.4,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.919,1.017,10.39920166,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Torkel,M,830,30,3,1,Kolmarden,13,830,10,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.919,1,10,3,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Tulio,F,639,55,5,1,Kolmarden,8,639,11,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.806,1.041,10.99005839,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Victorias,F,645,68,5,1,Kolmarden,19,645,13.6,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.81,1.134,13.61444682,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Bactarian Camel,Victorias,F,645,67,5,1,Kolmarden,19,645,13.4,Artiodactyla,Camelidae,Camelus,bactrianus,Terrestrial,2.81,1.127,13.39676687,1,Air,Broad likely covering normal temperatures,-40 to 40 C
Capybara,Capytan,F,43,155,3.5,1,Kolmarden,1,43,44.3,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Terrestrial,1.633,1.646,44.25883724,15,Air,N/A,20C to 35C
Capybara,Capytan,F,43,118,3,1,Kolmarden,1,43,39.3,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Terrestrial,1.633,1.595,39.35500755,15,Air,N/A,20C to 35C
Capybara,Capytan,F,43,117,3.5,1,Kolmarden,1,43,33.4,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Terrestrial,1.633,1.524,33.419504,14.4,Air,N/A,20C to 35C
Capybara,Kenneth,M,55,114,5,1,Kolmarden,5,55,22.8,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Terrestrial,1.74,1.358,22.80342072,15,Air,N/A,20C to 35C
Capybara,Kenneth,M,55,103,3.5,1,Kolmarden,5,55,29.4,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Terrestrial,1.74,1.469,29.44421634,15,Air,N/A,20C to 35C
Capybara,Kenneth,M,55,165,5,1,Kolmarden,5,55,33,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Terrestrial,1.74,1.519,33.0369541,14.4,Air,N/A,20C to 35C
South American Tapir,Karl,M,184,81,5,1,Kolmarden,12,184,16.2,Perissodactyla,Tapiridae,Tapirus,terrestris,Terrestrial,2.265,1.21,16.21810097,15,Air,N/A,20C to 35C
South American Tapir,Karl,M,184,84,4,1,Kolmarden,12,184,21,Perissodactyla,Tapiridae,Tapirus,terrestris,Terrestrial,2.265,1.322,20.98939884,15,Air,N/A,20C to 35C
South American Tapir,Karl,M,184,76,5,1,Kolmarden,12,184,15.2,Perissodactyla,Tapiridae,Tapirus,terrestris,Terrestrial,2.265,1.182,15.2054753,14.4,Air,N/A,20C to 35C
South American Tapir,Tris,F,232.6,68,4,1,Kolmarden,15,232.6,17,Perissodactyla,Tapiridae,Tapirus,terrestris,Terrestrial,2.367,1.23,16.98243652,15,Air,N/A,20C to 35C
South American Tapir,Tris,F,232.6,53,3,1,Kolmarden,15,232.6,17.7,Perissodactyla,Tapiridae,Tapirus,terrestris,Terrestrial,2.367,1.247,17.66037821,15,Air,N/A,20C to 35C
South American Tapir,Tris,F,232.6,45,2,1,Kolmarden,15,232.6,22.5,Perissodactyla,Tapiridae,Tapirus,terrestris,Terrestrial,2.367,1.352,22.49054606,15,Air,N/A,20C to 35C
South American Tapir,Tris,F,232.6,50,4,1,Kolmarden,15,232.6,12.5,Perissodactyla,Tapiridae,Tapirus,terrestris,Terrestrial,2.367,1.097,12.5025903,14.4,Air,N/A,20C to 35C
Addax Antelope,Dune,F,100,48,5,1,Kolmarden,5,100,9.6,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2,0.982,9.594006315,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Dune,F,100,60,5,1,Kolmarden,5,100,12,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2,1.079,11.99499303,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Dune,F,100,57,5,1,Kolmarden,5,100,11.4,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2,1.057,11.40249788,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Dune,F,100,47,4,1,Kolmarden,5,100,11.8,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2,1.07,11.74897555,14.8,Air,N/A,-4C to 45 C
Addax Antelope,Leon,M,110,26,3.5,1,Kolmarden,7,110,7.4,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2.041,0.871,7.430191379,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Leon,M,110,59,5,2,Kolmarden,7,110,11.8,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2.041,1.072,11.80320636,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Leon,M,110,51,5,2,Kolmarden,7,110,10.2,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2.041,1.009,10.20939484,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Leon,M,110,34,3,2,Kolmarden,7,110,11.3,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,2.041,1.054,11.32400363,14.8,Air,N/A,-4C to 45 C
Addax Antelope,Tärna,F,97,30,2,1,Kolmarden,6,97,15,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,1.987,1.176,14.99684836,12,Air,N/A,-4C to 45 C
Addax Antelope,Tärna,F,97,32,2,1,Kolmarden,6,97,16,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,1.987,1.204,15.99558029,12,Air,N/A,-4C to 45 C
Addax Antelope,Tärna,F,90,35,3,1,Kolmarden,7,90,11.7,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,1.954,1.067,11.66809617,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Tärna,F,90,57,5,1,Kolmarden,7,90,11.4,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,1.954,1.057,11.40249788,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Tärna,F,90,46,5,1,Kolmarden,7,90,9.2,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,1.954,0.964,9.204495718,14.4,Air,N/A,-4C to 45 C
Addax Antelope,Tärna,F,90,17,1.5,1,Kolmarden,7,90,11.3,Artiodactyla,Bovidae,Addax,nasomaculatus,Terrestrial,1.954,1.054,11.32400363,14.8,Air,N/A,-4C to 45 C
South African Fur Seal,Akilah,F,72,20,5,1,Kolmarden,23,72,4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.857,0.602,3.999447498,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Akilah,F,72,22,5,1,Kolmarden,23,72,4.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.857,0.643,4.395416154,16,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Akilah,F,72,18,5,1,Kolmarden,23,72,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.857,0.556,3.597493352,10,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Akilah,F,73,31,5,1,Kolmarden,23,73,6.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.863,0.792,6.194410751,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Akilah,F,73,17,5,1,Kolmarden,23,73,3.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.863,0.531,3.396252726,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Akilah,F,73,35,5,1,Kolmarden,23,73,7,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.863,0.845,6.99841996,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Akilah,F,63,34,5,2,Kolmarden,23,63,6.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.799,0.833,6.807693587,9,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Ebb,F,26.5,22,5,2,Kolmarden,4,26.5,4.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.423,0.643,4.395416154,7,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Ebb,F,26.5,28,5,3,Kolmarden,4,26.5,5.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.423,0.748,5.597576015,7,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Ebb,F,26.5,22,5,1,Kolmarden,4,26.5,4.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.423,0.643,4.395416154,16,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Ebb,F,27,20,5,2,Kolmarden,4,27,4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.431,0.602,3.999447498,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Flod,F,32,10,2,1,Kolmarden,3,32,5,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.505,0.699,5.00034535,7,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Flod,F,32,18,5,2,Kolmarden,3,32,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.505,0.556,3.597493352,10,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Flod,F,32,20,5,1,Kolmarden,3,32,4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.505,0.602,3.999447498,10,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Flod,F,32,39?,5,1,Kolmarden,3,32,7.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.505,0.892,7.798301105,10,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Flod,F,35,18,5,1,Kolmarden,3,35,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.544,0.556,3.597493352,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Flod,F,35,16,5,1,Kolmarden,3,35,3.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.544,0.505,3.19889511,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Gil,M,140,16,5,2,ZooMarine,25,140,3.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.146,0.505,3.19889511,19.6,Water,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Gil,M,140,49,5,2,ZooMarine,25,140,9.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.146,0.991,9.794899854,21,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Gil,M,140,29,5,1,ZooMarine,25,140,5.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.146,0.763,5.794286964,18,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Gil,M,140,11,5,2,ZooMarine,25,140,2.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.146,0.342,2.197859873,20.4,Water,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,149,15,5,1,Kolmarden,12,149,3,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.173,0.477,2.999162519,9,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,190,18,5,1,Kolmarden,12,190,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.279,0.556,3.597493352,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,190,12,5,1,Kolmarden,12,190,2.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.279,0.38,2.398832919,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,190,11,5,1,Kolmarden,12,190,2.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.279,0.342,2.197859873,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,168,14,5,1,Kolmarden,12,168,2.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.225,0.447,2.79898132,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,168,8,5,1,Kolmarden,12,168,1.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.225,0.204,1.599558029,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,168,14,5,1,Kolmarden,12,168,2.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.225,0.447,2.79898132,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Maji,M,161,2,0.5,2,Kolmarden,12,161,4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,2.207,0.602,3.999447498,7,Water,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Muskot,M,39.5,21,5,2,Kolmarden,4,39.5,4.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.597,0.623,4.19758984,7,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Muskot,M,39.5,20,5,1,Kolmarden,4,39.5,4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.597,0.602,3.999447498,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Muskot,M,39.5,18,5,1,Kolmarden,4,39.5,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.597,0.556,3.597493352,16,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Muskot,M,40,15,5,1,Kolmarden,4,40,3,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.602,0.477,2.999162519,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Säly,F,57,10,5,1,Kolmarden,10,57,2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.756,0.301,1.99986187,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Säly,F,57,9,5,1,Kolmarden,10,57,1.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.756,0.255,1.798870915,16,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Säly,F,57,11,5,1,Kolmarden,10,57,2.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.756,0.342,2.197859873,10,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Säly,F,55,19,5,1,Kolmarden,10,55,3.8,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.74,0.58,3.801893963,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Säly,F,57,5,1,2,Kolmarden,10,57,5,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.756,0.699,5.00034535,4.1,Water,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Stella,F,69,27,5,2,Kolmarden,10,69,5.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.839,0.732,5.395106225,7,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Stella,F,69,12,5,1,Kolmarden,10,69,2.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.839,0.38,2.398832919,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Stella,F,69,13,5,1,Kolmarden,10,69,2.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.839,0.415,2.600159563,16,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Stella,F,63,18,5,1,Kolmarden,10,63,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.799,0.556,3.597493352,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Stella,F,63,33,5,1,Kolmarden,10,63,6.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.799,0.82,6.60693448,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Stella,F,69,23,5,2,Kolmarden,10,69,4.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.839,0.663,4.602565736,7,Water,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Stella,F,68.5,6,1,2,Kolmarden,10,68.5,6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.836,0.778,5.997910763,4.1,Water,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Timjan,F,68.5,12,5,1,Kolmarden,10,68.5,2.4,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.836,0.38,2.398832919,8,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Timjan,F,68.5,18,5,1,Kolmarden,10,68.5,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.836,0.556,3.597493352,16,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Timjan,F,70,13,5,1,Kolmarden,10,70,2.6,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.845,0.415,2.600159563,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Timjan,F,70,21,5,1,Kolmarden,10,70,4.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.845,0.623,4.19758984,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Timjan,F,70,16,5,1,Kolmarden,10,70,3.2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.845,0.505,3.19889511,25,Air,N/A,10C to 20C in water and 5C to 30C on land
South African Fur Seal,Timjan,F,72,2,1,2,Kolmarden,10,72,2,Carnivora,Otariidae,Arctocephalus,pusillus,Semiaquatic,1.857,0.301,1.99986187,7,Water,N/A,10C to 20C in water and 5C to 30C on land
Takin,Mahila,F,165,11,1,1,Kolmarden,5,165,11,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,Terrestrial,2.217,1.041,10.99005839,5,Air,-10C to 25C,5C to 25C
Takin,Mahila,F,165,9,1,1,Kolmarden,5,165,9,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,Terrestrial,2.217,0.954,8.994975815,15,Air,-10C to 25C,5C to 25C
Takin,Nanook,M,210,34,3.5,1,Kolmarden,6,210,9.7,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,Terrestrial,2.322,0.987,9.705099672,4,Air,-10C to 25C,5C to 25C
Takin,Nanook,M,210,8,1,1,Kolmarden,6,210,8,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,Terrestrial,2.322,0.903,7.99834255,15,Air,-10C to 25C,5C to 25C
Takin,Nanook,M,210,21,2.25,1,Kolmarden,6,210,9.3,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,Terrestrial,2.322,0.97,9.332543008,15,Air,-10C to 25C,5C to 25C
Takin,Nanook,M,210,19,2,1,Kolmarden,6,210,9.5,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,Terrestrial,2.322,0.978,9.506047937,15,Air,-10C to 25C,5C to 25C
Northern Fur Seal,Adak,M,96.5,16,5,2,MysticAquarium,8,96.5,3.2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.985,0.505,3.19889511,8.4,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Adak,M,96.5,8,5,1,MysticAquarium,8,96.5,1.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.985,0.204,1.599558029,2.2,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Adak,M,98,9,5,1,MysticAquarium,8,98,1.8,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.991,0.255,1.798870915,9.4,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Adak,M,98,9,5,1,MysticAquarium,8,98,1.8,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.991,0.255,1.798870915,10.2,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Adak,M,98,11,5,1,MysticAquarium,8,98,2.2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.991,0.342,2.197859873,11,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Adak,M,98,15,5,1,MysticAquarium,8,98,3,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.991,0.477,2.999162519,10.9,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Kivli,F,33.5,11,5,2,MysticAquarium,8,33.5,2.2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.525,0.342,2.197859873,8.4,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Kivli,F,33.5,8,5,1,MysticAquarium,8,33.5,1.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.525,0.204,1.599558029,8.9,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Kivli,F,34,12,5,2,MysticAquarium,8,34,2.4,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.531,0.38,2.398832919,2.2,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Kivli,F,34,12,5,1,MysticAquarium,8,34,2.4,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.531,0.38,2.398832919,10.2,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Kivli,F,34,12,5,1,MysticAquarium,8,34,2.4,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.531,0.38,2.398832919,11,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Kivli,F,34,16,5,1,MysticAquarium,8,34,3.2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.531,0.505,3.19889511,10.9,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Kivli,F,33.5,18,5,1,MysticAquarium,8,33.5,3.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.525,0.556,3.597493352,10.6,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,61,13,5,2,MysticAquarium,5,61,2.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.785,0.415,2.600159563,8.4,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,61,9,5,1,MysticAquarium,5,61,1.8,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.785,0.255,1.798870915,2.2,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,63,10,5,2,MysticAquarium,5,63,2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.799,0.301,1.99986187,2.2,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,63,8,5,2,MysticAquarium,5,63,1.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.799,0.204,1.599558029,12.8,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,63,10,5,1,MysticAquarium,5,63,2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.799,0.301,1.99986187,11,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,63,13,5,1,MysticAquarium,5,63,2.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.799,0.415,2.600159563,10.9,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,66,16,5,1,MysticAquarium,5,66,3.2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.82,0.505,3.19889511,2.2,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Tuk,M,66,17,5,1,MysticAquarium,5,66,3.4,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.82,0.531,3.396252726,10.4,Water,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Yura,F,53,13,5,1,MysticAquarium,16,53,2.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.724,0.415,2.600159563,9.4,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Yura,F,53,17,5,1,MysticAquarium,16,53,3.4,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.724,0.531,3.396252726,7.2,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Yura,F,53.5,13,5,1,MysticAquarium,16,53.5,2.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.728,0.415,2.600159563,5.6,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Yura,F,53.5,10,5,1,MysticAquarium,16,53.5,2,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.728,0.301,1.99986187,10.6,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
Northern Fur Seal,Yura,F,53.5,13,5,1,MysticAquarium,16,53.5,2.6,Carnivora,Otariidae,Callorhinus,ursinus,Semiaquatic,1.728,0.415,2.600159563,10,Air,5C to 15C,2C to 15C -water and -5C to 15C on land
White Rhinoceros,Banyari,M,2200,32,4.5,1,Kolmarden,25,2200,7.1,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.342,0.852,7.112135137,17.7,Air,N/A,10C to 40C
White Rhinoceros,Imfolozi,F,1862,18,2,1,Kolmarden,32,1862,9,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Terrestrial,3.27,0.954,8.994975815,15,Air,N/A,10C to 40C
