common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location,Thermoneutral range,Normal temperature range
Bottlenose Dolphin,Onyx,M,250,7,5,2,DolphinCo-MSQ,24,250,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.398,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Onyx,M,250,9,5,2,DolphinCo-MSQ,24,250,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.398,0.255,1.798870915,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Orion,M,135,7,5,2,DolphinCo-IslaMujeres,12,135,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.13,0.146,1.399587323,27,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Orion,M,135,8,5,2,DolphinCo-IslaMujeres,12,135,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.13,0.204,1.599558029,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Orion,M,135,6,5,1,DolphinCo-IslaMujeres,12,135,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.13,0.079,1.199499303,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Paco,M,205.4,14,5,2,DolphinCo-ZooMarine,24,205.4,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.313,0.447,2.79898132,25.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Paco,M,205.4,3,5,1,DolphinCo-ZooMarine,24,205.4,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.313,-0.222,0.599791076,25.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Paco,M,205.4,7,5,2,DolphinCo-ZooMarine,24,205.4,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.313,0.146,1.399587323,24.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pakal,M,151,9,5,2,DolphinCo-IslaMujeres,16,151,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.179,0.255,1.798870915,27,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pakal,M,151,8,5,1,DolphinCo-IslaMujeres,16,151,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.179,0.204,1.599558029,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pakal,M,151,7,5,1,DolphinCo-IslaMujeres,16,151,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.179,0.146,1.399587323,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Panama,F,243,10,5,2,DolphinCo-MSQ,29,243,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.386,0.301,1.99986187,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Panama,F,243,6,5,2,DolphinCo-MSQ,29,243,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.386,0.079,1.199499303,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Panama,F,243,9,5,2,DolphinCo-MSQ,29,243,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.386,0.255,1.798870915,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,7,5,1,Kolmarden,11,156,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.146,1.399587323,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,10,5,1,Kolmarden,11,156,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.301,1.99986187,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,7,5,1,Kolmarden,11,156,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.146,1.399587323,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,157,9,5,1,Kolmarden,11,157,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.196,0.255,1.798870915,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,157,9,5,1,Kolmarden,11,157,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.196,0.255,1.798870915,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,157,9,5,1,Kolmarden,11,157,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.196,0.255,1.798870915,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,6,5,1,Kolmarden,11,156,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.079,1.199499303,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,9,5,1,Kolmarden,11,156,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.255,1.798870915,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,7,5,1,Kolmarden,11,156,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.146,1.399587323,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,8,5,1,Kolmarden,11,156,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.204,1.599558029,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,9,5,1,Kolmarden,11,156,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.255,1.798870915,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Pärla,F,156,10,5,1,Kolmarden,11,156,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.301,1.99986187,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Peach,F,133.5,10,5,1,Kolmarden,8,133.5,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.125,0.301,1.99986187,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Peach,F,133.5,9,5,1,Kolmarden,8,133.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.125,0.255,1.798870915,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Peach,F,133.5,9,5,1,Kolmarden,8,133.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.125,0.255,1.798870915,22,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Peach,F,132,9,5,1,Kolmarden,8,132,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.121,0.255,1.798870915,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Peach,F,132,5,3,1,Kolmarden,8,132,1.7,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.121,0.222,1.667247213,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Peach,F,132,11,5,2,Kolmarden,8,132,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.121,0.342,2.197859873,21,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Peach,F,130.5,12,5,1,Kolmarden,8,130.5,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.116,0.38,2.398832919,22.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Perseo,M,78,13,5,2,DolphinCo-Cozumel,3,78,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.892,0.415,2.600159563,27.8,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Perseo,M,78,10,5,2,DolphinCo-Cozumel,3,78,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.892,0.301,1.99986187,28.1,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Perseo,M,78,11,5,2,DolphinCo-Cozumel,3,78,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,1.892,0.342,2.197859873,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Platon,M,127,7,5,1,DolphinCo-PuntaCana,8,127,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.104,0.146,1.399587323,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Platon,M,127,10,5,2,DolphinCo-PuntaCana,8,127,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.104,0.301,1.99986187,28.7,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Platon,M,127,9,5,2,DolphinCo-PuntaCana,8,127,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.104,0.255,1.798870915,29.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Prata,F,170,11,5,2,ZooMarine,7,170,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.342,2.197859873,20.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Prata,F,170,15,5,3,ZooMarine,7,170,3,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.477,2.999162519,20.8,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Prata,F,170,13,5,2,ZooMarine,7,170,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.415,2.600159563,20.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Primo,M,209,8,5,1,ZooMarine,14,209,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.32,0.204,1.599558029,19.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Primo,M,209,9,5,2,ZooMarine,14,209,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.32,0.255,1.798870915,20.3,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Primo,M,209,7,5,1,ZooMarine,14,209,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.32,0.146,1.399587323,20.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Quina,F,151.2,6,5,2,DolphinCo-ZooMarine,21,151.2,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.18,0.079,1.199499303,25.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Quina,F,151.2,8,5,2,DolphinCo-ZooMarine,21,151.2,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.18,0.204,1.599558029,24.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Quina,F,151.2,10,5,3,DolphinCo-ZooMarine,21,151.2,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.18,0.301,1.99986187,24.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.176,0,1,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.176,0,1,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.176,0,1,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Richie,M,172,11,5,2,DolphinCo-Cayman,19,172,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.236,0.342,2.197859873,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Richie,M,172,20,5,3,DolphinCo-Cayman,19,172,4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.236,0.602,3.999447498,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Richie,M,172,8,5,2,DolphinCo-Cayman,19,172,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.236,0.204,1.599558029,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ringo,M,149,9,5,1,DolphinCo-MSQ,13,149,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.173,0.255,1.798870915,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ringo,M,149,7,5,2,DolphinCo-MSQ,13,149,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.173,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ringo,M,149,7,5,2,DolphinCo-MSQ,13,149,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.173,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ripley,M,174,6,5,2,DolphinCo-MSQ,30,174,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.079,1.199499303,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ripley,M,174,6,5,2,DolphinCo-MSQ,30,174,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.079,1.199499303,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ripley,M,174,8,5,2,DolphinCo-MSQ,30,174,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.241,0.204,1.599558029,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Robin,M,195,7,5,1,DolphinCo-ZooMarine,41,195,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.29,0.146,1.399587323,25.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Robin,M,195,8,5,2,DolphinCo-ZooMarine,41,195,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.29,0.204,1.599558029,24.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Robin,M,195,10,5,2,DolphinCo-ZooMarine,41,195,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.29,0.301,1.99986187,24.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Romeos,M,166,8,5,2,DolphinCo-PuntaCana,19,166,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.22,0.204,1.599558029,28.7,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Romeos,M,166,9,5,2,DolphinCo-PuntaCana,19,166,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.22,0.255,1.798870915,28.8,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Romeos,M,166,13,5,3,DolphinCo-PuntaCana,19,166,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.22,0.415,2.600159563,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sally,F,158,6,5,1,DolphinCo-Cayman,19,158,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.199,0.079,1.199499303,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sally,F,158,9,5,2,DolphinCo-Cayman,19,158,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.199,0.255,1.798870915,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sally,F,158,8,5,2,DolphinCo-Cayman,19,158,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.199,0.204,1.599558029,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Samantha,F,198,6,5,2,DolphinCo-MSQ,37,198,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.297,0.079,1.199499303,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Samantha,F,198,8,5,2,DolphinCo-MSQ,37,198,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.297,0.204,1.599558029,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Samantha,F,198,7,5,2,DolphinCo-MSQ,37,198,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.297,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Scarlet,F,170,8,5,1,DolphinCo-Maroma,34,170,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.204,1.599558029,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Scarlet,F,170,11,5,1,DolphinCo-Maroma,34,170,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.342,2.197859873,30,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Scarlet,F,170,15,5,2,DolphinCo-Maroma,34,170,3,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.23,0.477,2.999162519,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Shakira,F,135,4,5,1,DolphinCo-PuntaCana,16,135,0.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.13,-0.097,0.799834255,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Shakira,F,135,7,5,2,DolphinCo-PuntaCana,16,135,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.13,0.146,1.399587323,28.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Shakira,F,135,8,5,2,DolphinCo-PuntaCana,16,135,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.13,0.204,1.599558029,28.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sherlock,F,105,8,5,2,DolphinCo-Cayman,6,105,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.021,0.204,1.599558029,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sherlock,F,105,9,5,2,DolphinCo-Cayman,6,105,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.021,0.255,1.798870915,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sherlock,F,105,6,5,1,DolphinCo-Cayman,6,105,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.021,0.079,1.199499303,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Simbad,M,159,12,5,2,DolphinCo-IslaMujeres,26,159,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.201,0.38,2.398832919,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Simbad,M,159,6,5,1,DolphinCo-IslaMujeres,26,159,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.201,0.079,1.199499303,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Simbad,M,159,5,5,1,DolphinCo-IslaMujeres,26,159,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.201,0,1,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sissy,F,133,10,5,2,ZooMarine,13,133,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.124,0.301,1.99986187,17.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sissy,F,133,13,5,2,ZooMarine,13,133,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.124,0.415,2.600159563,16.8,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sissy,F,133,14,5,2,ZooMarine,13,133,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.124,0.447,2.79898132,18.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Skye,F,171,7,5,2,DolphinCo-MSQ,26,171,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.233,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Skye,F,171,6,5,2,DolphinCo-MSQ,26,171,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.233,0.079,1.199499303,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Skye,F,171,7,5,2,DolphinCo-MSQ,26,171,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.233,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sofia,F,138,9,5,2,DolphinCo-CostaMaya,9,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.255,1.798870915,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sofia,F,138,9,5,2,DolphinCo-CostaMaya,9,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.255,1.798870915,30.3,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sofia,F,138,11,5,2,DolphinCo-CostaMaya,9,138,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.342,2.197859873,30.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Soraida,F,138,9,5,2,DolphinCo-CostaMaya,8,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.255,1.798870915,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Soraida,F,138,9,5,2,DolphinCo-CostaMaya,8,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.255,1.798870915,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Soraida,F,138,10,5,2,DolphinCo-CostaMaya,8,138,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.14,0.301,1.99986187,30.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Squirt,F,147,10,5,2,DolphinCo-MSQ,13,147,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.167,0.301,1.99986187,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Squirt,F,147,8,5,2,DolphinCo-MSQ,13,147,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.167,0.204,1.599558029,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Squirt,F,147,8,5,2,DolphinCo-MSQ,13,147,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.167,0.204,1.599558029,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Star,F,161,9,5,2,DolphinCo-MSQ,24,161,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.207,0.255,1.798870915,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Star,F,161,7,5,2,DolphinCo-MSQ,24,161,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.207,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Star,F,161,7,5,2,DolphinCo-MSQ,24,161,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.207,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sundance,M,201,7,5,2,DolphinCo-MSQ,33,201,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.303,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sundance,M,201,7,5,2,DolphinCo-MSQ,33,201,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.303,0.146,1.399587323,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Sundance,M,201,6,5,2,DolphinCo-MSQ,33,201,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.303,0.079,1.199499303,31,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tabo,M,200,11,5,1,ZooMarine,30,200,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.301,0.342,2.197859873,19.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tabo,M,200,9,5,1,ZooMarine,30,200,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.301,0.255,1.798870915,20.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tabo,M,200,8,5,2,ZooMarine,30,200,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.301,0.204,1.599558029,19,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Taras,M,151,12,5,2,ZooMarine,9,151,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.179,0.38,2.398832919,19.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Taras,M,151,17,5,2,ZooMarine,9,151,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.179,0.531,3.396252726,18.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Taras,M,151,12,5,2,ZooMarine,9,151,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.179,0.38,2.398832919,18,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tesla,F,109,6,5,1,DolphinCo-Cayman,6,109,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.037,0.079,1.199499303,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tesla,F,109,10,5,2,DolphinCo-Cayman,6,109,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.037,0.301,1.99986187,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tesla,F,109,9,5,2,DolphinCo-Cayman,6,109,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.037,0.255,1.798870915,29,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Thai,F,158,3,5,2,DolphinCo-ZooMarine,11,158,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.199,-0.222,0.599791076,26.6,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Thai,F,158,7,5,2,DolphinCo-ZooMarine,11,158,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.199,0.146,1.399587323,24.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Thai,F,158,5,5,3,DolphinCo-ZooMarine,11,158,1,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.199,0,1,24.5,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tiziano,M,119,10,5,1,DolphinCo-Cozumel,6,119,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.076,0.301,1.99986187,27.8,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tiziano,M,119,9,5,1,DolphinCo-Cozumel,6,119,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.076,0.255,1.798870915,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tiziano,M,119,10,5,1,DolphinCo-Cozumel,6,119,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.076,0.301,1.99986187,28.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tonalli,F,111,10,5,2,DolphinCo-IslaMujeres,5,111,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.045,0.301,1.99986187,27.9,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tonalli,F,111,10,5,2,DolphinCo-IslaMujeres,5,111,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.045,0.301,1.99986187,27.2,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Tonalli,F,111,9,5,2,DolphinCo-IslaMujeres,5,111,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.045,0.255,1.798870915,27.4,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ulises,M,156,10,5,3,DolphinCo-PuntaCana,16,156,2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.301,1.99986187,28.7,Water,5C-25C,10C to 32C
Bottlenose Dolphin,Ulises,M,156,11,5,2,DolphinCo-PuntaCana,16,156,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,Aquatic,2.193,0.342,2.197859873,28.8,Water,5C-25C,10C to 32C
